Designator,Mid X,Mid Y,Rotation,Layer
TP9_4,141.4,-182.3,180.0,bottom
TP9_3,191.4,-182.3,180.0,bottom
TP9_2,158.7,-117.8,0.0,bottom
TP9,108.7,-117.8,0.0,bottom
U1_4,133.35,-156.75,270.0,top
U1_3,183.35,-156.75,270.0,top
U1_2,166.75,-143.35,90.0,top
U1,116.75,-143.35,90.0,top
U2_4,133.35,-170.25,270.0,top
U2_3,183.35,-170.25,270.0,top
U2_2,166.75,-129.85,90.0,top
U2,116.75,-129.85,90.0,top
U3_4,116.3,-164.95,270.0,top
U3_3,166.3,-164.95,270.0,top
U3_2,183.8,-135.15,90.0,top
U3,133.8,-135.15,90.0,top
U4_4,165.15,-172.9,270.0,top
U4_3,115.15,-172.9,270.0,top
U4_2,184.95,-127.2,90.0,top
U4,134.95,-127.2,90.0,top
U5_4,195.15,-190.1,90.0,top
U5_3,145.15,-190.1,90.0,top
U5_2,154.95,-110.0,270.0,top
U5,104.95,-110.0,270.0,top
U6_4,157.45,-187.2,180.0,top
U6_3,107.45,-187.2,180.0,top
U6_2,192.65,-112.9,0.0,top
U6,142.65,-112.9,0.0,top
U7_4,125.1,-194.8,180.0,top
U7_3,175.1,-194.8,180.0,top
U7_2,175.0,-105.3,0.0,top
U7,125.0,-105.3,0.0,top
